cartodb_id,the_geom,type_walkway,type_vacant_lot,type_tree,type_tag_graffiti,type_stumble_stone,type_speech,type_song_sound,type_shrine,type_sculpture_statue,type_scholarship,type_protest,type_poem,type_plaque,type_performance,type_park,type_parade,type_obelisk,type_museum,type_mural,type_mosaic,type_meal,type_interactive,type_historical_marker,type_gateway,type_garden,type_digital_project,type_community_resource_center,type_closed_school,type_closed_factory,type_celebration,type_bridge,type_book,type_billboard,type_bench,type_archeological_site,type_arch,topic_youth,topic_women,topic_william_penn,topic_water,topic_war,topic_violence,topic_unity,topic_technology,topic_sustainability,topic_street_art,topic_sports,topic_social_justice,topic_slavery,topic_sexuality,topic_seniors,topic_rocky,topic_religion,topic_public_safety,topic_public_health,topic_pretzel,topic_peace,topic_outer_space,topic_neighborhoods,topic_music,topic_move,topic_monument_lab,topic_mass_incarceration,topic_love,topic_liberty_bell,topic_justice,topic_indigenous_peoples,topic_immigration,topic_hunger,topic_homelessness,topic_green_space_or_nature,topic_gentrification,topic_gender,topic_freedom,topic_food,topic_education,topic_division,topic_diversity,topic_dialogue,topic_community,topic_class_economic_inequality,topic_civic_engagement,topic_city_infrastructure_transportation,topic_cheese_steak,topic_celebration,topic_ben_franklin,topic_art_and_culture,topic_addiction,zip,type_vista,type_street,type_projection,type_playground,type_other_no_form,type_memorial,type_image,type_film,type_bikepath,transcript,topic_wawa,topic_race_ethnicity,topic_post_industrial,name,age,address,mlab_id,form_image_b
411,0101000020E61000000000007095C952C0FFFDFA73F1FB4340,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,19147,,,,,1,,,,,Distributed Forest: Live video linked up between trees in different neighborhoods. tree with a little multimedia kiosk - if you're in West Philly you can see tree in NE etc.,,,,The Treework,39,all over the city,696,https://farm1.staticflickr.com/549/18414740018_c553f96f2e_b.jpg
412,0101000020E610000000000070DBCE52C06D050DD6C3FF4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19131,,,,,,,,,, ,,,,Go Eagles,28,5100 City Line Ave,697,https://farm1.staticflickr.com/382/18576100856_64a919381c_b.jpg
413,0101000020E6100000FFFFFF7F46CC52C08D790BA14DFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,63116,,,,,1,,,,,"From time immemorial we, as humans, struggle to find a balance between forces of choas/order/wildness/structure/freedom/restraint/organic/man-made. Much of the art of the modern and post-modern era was destructive to a fault, and yet have provided good criticisms and arguments about statist monumentality. I think it's time to synthesize our critical thinking with some established modes of visual expression.",,,1,"""Government""",34,Anywhere,698,https://farm1.staticflickr.com/469/17979843584_ce1599093e_b.jpg
414,0101000020E61000000000007076CA52C0E38382BDD2F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,19147,,,,,1,,,,,Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness Homelessness,,,,Homelessness,38,City Hall,699,https://farm9.staticflickr.com/8887/17981842203_945931844d_b.jpg
415,0101000020E6100000A759A0DD21CB52C02E573F36C9FB4340,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,19066,,,,,,,,,,"An oral monument where residents and passersby can record their thoughts about the layered history of this building and interior space, the art exhibitions therein, and the current effects of mass incarceration on the spaces and residents of Philadelphia. Recordings would be archived and available for others stopping at this spot to listen to as they reflect on spaces of freedon and unfreedom. [individual cells where stories live / technology to record and play oral reflections]",,,,Un/Freedom Storylab,55,Corner Outside Eastern State Penitentiary,7,https://farm9.staticflickr.com/8891/17631570058_3ba240ca4d_b.jpg
416,0101000020E6100000000000ED13CE52C02A67D5F61CFE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,19139,,,,,1,,,,,I would like to see some of the monuments in Centennial Drive get restored and cleaned up. There's one near the Mann Theatre put up by a Catholic foundation and the Civil War monument arches that need cleaning and restoration. Please take care of those monuments before you find so called funding for new ones!!,,,,,37,Centennial Drive,704,https://farm9.staticflickr.com/8893/18576101496_f4dfa0d229_b.jpg
417,0101000020E6100000BB6246787BCA52C0F922EBBA01F74340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,1,,,,,1,1,1,,,,,,19146,,,,,1,,,,,An examination of the historical parallels between the 18th and 21st centuries in Philadelphia: -Unprecedented arrival of people from outside the region -Massive period of physical development -New culinary traditions introduced -All new comers act like they've discovered something new -New styles of dress imposed on local residents -Massive inequities along racial and class lines -Insufficient public education system -City services do not keep pace with citizens' needs. But at least we're cool!,,1,1,A History of Coolonization In the 21St Century,43,"Separate installations in: Fishtown, East Passyunk, Point Breeze, Brewerytown",705,https://farm9.staticflickr.com/8888/18602478515_84286f9580_b.jpg
418,0101000020E6100000000000E09DC952C0D80B4233EFF74340,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,19119,,,,,,,,,,A storefront with a mobile component to collect histories of and provide resources to many generations of immigrant communities in South Philadelphia. One goal is to connect experiences of previous eras of immigration to recent evolutions of the city fueled by new waves of immigrant communities.,,,,Push Cart/Corner Store,32,4th and Christian,707,https://farm9.staticflickr.com/8830/18604621401_6c29ca032e_b.jpg
419,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,19104,,,,,,,,,,"""Edmund Bacon: "" Father of modern Philadelphia - modern phily ~25 years - crashing of new  -- old. [ modern ""ideals"" - refined material - brick / ""new, birthed from old""",,,1,Renovation (Working Title),18,"Center City, City Hall",,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Love. Love the American Flag [Freire cha I love mom],,,,Mom,,Kenny,,
421,0101000020E61000008D2958E3ECCC52C09FF87B73C9054440,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10039,,,,,,,,,,"A spiral path w/in a circle; gravel, w/ a space btw the edges for water to fall. A place for stillness, meditation, solitude -away from the world where you have to be partisan, angry, afraid, snarky, + ironic, where you always have to be on.",,,,Meditate,32,Carpenters Woods,71,https://farm8.staticflickr.com/7725/17798226306_c4d4fdc44a_b.jpg
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19147,,,,,,,,,,"A series of rotating glass triangles catch the wind and cast a rainbow cascade of colors on the meandering path below. The Rainbow Bridge honors the site of the first gay and lesbian marches in 1965. Even more, the rainbow casts its glow on all people uniting us all and honoring the past. [Uses the sun! Uses the wind! / Detail: Rotates! Moves in the breeze!! / Arf! We're like jewels! I'm so happy! Me too! I've never felt so alive before!!]",,,,Philadelphia Rainbow Bridge,48,Independence Mall,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19119,,,,,,,,,,"Have a banner fabric of Philadelphia from each neighborhood. Sew it to its adjacent one  [FABRICATION: When our country did begin/Many a flag was sewn/ Folklore had it that it was/ Only the Betsy Ross one known// However, evidence brought/ Forth many a conjecture/ That story be told/ In many a lecture// And still exists/ To this very day/ From 13 colonies to 50 states/ Along the way
//Now in Philadelphia Betsy Ross/ Did really live/ Whether or not this/ Flag she did give// Amidst our historic tapestry noted with/ The Monument Lab story/ Where many neighborhoods/ Reap the glory// Sections born and bred/ With their ethnicity/ Hyphenated or not now/ In our city// Our task can be/ A flag as well/ Each neighborhood stitched/ Accordingly to tell///To keep their identity
And also connect to this fabric a seam/ Do not melt the boundaries/That would be my dream/ÉI have a seam, I have a seam// ÉEntitled, FABRICATION// Inspired by Josh and NancyÕs talk/ 6/2/2015]",,,,Fabrication,71,,,
424,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,19119,,,,,,,,,,"Replicate the Liberty Bell. Enable the Bell to play songs. Songs that praise Liberty forever. [Forever / Twenty First-Class Stamps] [OUR LIBERTY BELL, WHERE IDEAL RINGS TRUE: An iconic symbol/ Comes with a rallying cry/ To get our hopes up/ All it can do is try // You have a cause chosen/ The finest it could be/ At the very root of mankind/ None other than liberty// In every age since/ The history of man began // The architects of freedom// Have come up with a plan/ At the heart of/ Our American ideal/ A bell has got the nod/ To lead us in what we feel // Its our Liberty Bell inscribed with/ Proclaim liberty throughout our land/ And as you look into history/ YouÕll come to understand// We fought for it back then/ And continue to do so/ And keep it in your heart/ Wherever you choose to go//Éso what if it has a crack/  Éits our Liberty Bell/ Éwhere ideal rings true // LD, 4/19/2015]
",,,,Liberty Forever,71,,,
425,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,19119,,,,,,,,,,"Keep me lit up. With Freedom and Tolerance. [FUTURAMA: The future is huge/ A googleplex to see/ If you were to make a monument/ What would it be// Perhaps it would be/ The size of the Eiffel Tower//Or one of Borofsky/ In its finest hour// Consider one with/ Internet capability/ One that projects/ Into infinity// Themes displayed/ Of events to expres/ Important to society/ That which to caress// And of human values/ That need to carry on/ Such as mercy, decency, truth/ To build upon// So create away/ Study the playing field/ Soar to the heights/ As imagination youÕll wield// Place within the public domain/ Where admittance is free/ At anytime day or night/ For all the world to see //  Éthe drama is palpable in/ÉFUTURAMA//Build it, they will come, us too/Curate and Create, LD, 5/8/2015]",,,,Futurama,71,,,
426,0101000020E6100000FFFFFF0F8ACB52C0BEF7EA9B92FB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19063,,,,,,,,,,[Rocky],,,,Saxaphone Rocky ,17,Art Museum,72,https://farm8.staticflickr.com/7720/17636982180_bede180aa3_b.jpg
427,0101000020E61000000714A05C89BD52C068DCE56C4B0B4440,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10039
",,,,,1,,,,,We're in a moment of suspension- nationwide and in Philly. An appropriate monument would capture this sense of dynamic stillness. Is it a calm before a storm? A chance to forge something new?,,,,Suspension,31,"Franklin's Paine Skate Park
",73,https://farm8.staticflickr.com/7796/17824529115_b107f89027_b.jpg
428,0101000020E61000004F4244C513CA52C007D38B35B7F94340,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,90404,,,,,,,,,,"Philadelphia is a place that values education. There are educational institutions all over the city. An ideal monument for the city would be a new school dedicated to providing opportunities for young Philadelphians. The Philadelphia Monument Lab School would honor and continue Philadelphia's legacy of education and innovation, and give young people a chance to make their mark on the city and community.",,,,Philadelphia Monument Lab School,19,"Center City 
",74,https://farm8.staticflickr.com/7695/17816602162_f5237eabe9_b.jpg
429,0101000020E61000000000005A6ECA52C055A1211801FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19144,,,,,1,,,,,[TV],,,,Safety Monument,35,City Hall,75,https://farm9.staticflickr.com/8803/17798226126_78200c903f_b.jpg
430,0101000020E6100000000000FE8DCA52C007C3D3B9EAF94340,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,,,,Subway stn Broad St- how it intersects and connects us but separates us from each other- the diversity of the people,,,,Subway Redux,44,At city hall,76,https://farm9.staticflickr.com/8761/17635874868_69f6e326b3_b.jpg
431,0101000020E6100000000000D09ACD52C0CE2B44A79AFC4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143,,,,,,,,,,A physical representation of resistance to oppression + solidarity in the struggle for social justice,,,,(untitled),29,"West Philly
",77,https://farm9.staticflickr.com/8823/17202022244_a8262479ab_b.jpg
432,0101000020E61000000000007CD2CB52C037F4222639FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19107,,,,,1,,,,,"Back to the ways of the Bible first! and give every race their credit from beginning of time to now. how we as a black, red, yellow, brown and so on help made this world up to today",,1,,"Give back what belongs to Jesus, our Lord, our Savior",63,Peco electric company,79,https://farm6.staticflickr.com/5328/17636982020_0fec48bfe6_b.jpg
433,0101000020E6100000E8A8FE9C5DCC52C074513E4EE2F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19139,,,,,1,,,,,www.discoveroobies.com FACT: streams contain a diverse population of aquatic creatures. Some are more tolerant of pollution than others. [It is important to know creatures live in our stream]. (Purpose) FACTS: Place monument in a enviromental trail to spit out facts about stream ecology. Philadelphia has a pollution problem... let's learn about what is affected.,,,,Aquatic Ecology,26,"Anywhere in the Circuit, Wissahickon Park, or UPENN (bike path) ",8,https://farm6.staticflickr.com/5334/17795535706_7c00774d42_b.jpg
434,0101000020E610000037209D15ACC952C001B15BBA38FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19130,,,,,1,,,,, ,,,,Wheel,5,Franklin Square,80,https://farm8.staticflickr.com/7676/17635602339_2996b0f045_b.jpg
435,0101000020E6100000FFFFFF9A69CA52C07A28E491E8F94340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,19121,,,,,,,,,,"Mural Des. Food, Historic, Orig. of Philly, Sports/Famous people, Famous people",,,,The Inner Innovation,18,City Hall,81,https://farm9.staticflickr.com/8763/17824527155_6b2e9ab64f_b.jpg
436,0101000020E61000004C5C7D2BC8CA52C09A385E262FFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,Big Wallop at the bottom /  Come all the downtrodden / Similar to Statue of Liberty É,,,,Statue of Walloping Bat,,Top of Comcast Tower,83,https://farm8.staticflickr.com/7662/17823682145_665eb3260a_b.jpg
437,0101000020E6100000000000F479CA52C00294CD88EBF94340,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13210,,,,,,,,,,Does a monument reflect the inhabitants that live in the city? Does a monument reflect those in transition?... Tourists? Within a city who's population is in transition from so many tourists? Is the tourist a new form of citizen within an interconnected global and national society [Cube surface displays selfie],,,,#Crossroads,22,"City Hall Courtyard
",84,https://farm6.staticflickr.com/5349/17793071726_4480d3f0ef_b.jpg
438,0101000020E6100000A63F03036BCA52C0D02C43FBDCF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K + Z/ The cousins. Krish,,,,the k +  z,19,"City Hall
",85,https://farm6.staticflickr.com/5348/17793071366_aa4072365c_b.jpg
439,0101000020E61000006DC5FEB27BCC52C06C5F402FDCF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19104,,,,,,,,,, ,,,,,21,36+Locust,87,https://farm6.staticflickr.com/5448/17637957538_5bde9af177_b.jpg
440,0101000020E6100000000000DCFCC852C0EC11333F45F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19063,,, ,,1,,, ,, ,,,,Sailboat Hat,19,"Penn's Landing
",88,https://farm6.staticflickr.com/5349/17636714818_3b5e99e694_b.jpg
441,0101000020E6100000000000AEFBCA52C05A14826077F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19103,,,,,,,,,,HANNA BELLA S,,,,Hannah Bella,29,"Rittenhouse Sq
",89,https://farm9.staticflickr.com/8818/17631839340_7e071a0701_b.jpg
442,0101000020E6100000000000E05FCB52C017461395FCF64340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19104,,,,,,,,,,We should have a soft pretzel monument because Philly eats more pretzels than any other city!,,,,Philly Pretzel,28,South Philly,9,https://farm8.staticflickr.com/7714/17201488063_c42ef5f3d1_b.jpg
443,0101000020E61000008EFEFA958CCA52C0F0FF3E3EFCF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,19130,,,,,,,,,,"Idea: Sculptures of human figures inspired by Philly residents from all over the city (n, s, w. philly) and different cultural and racial backgrounds. Represent the people and diversity of residents, young and old. / People / sculptuers are placed in a crowd. Viewers can walk though them / [75 yr. old S. Philly / 10 yr. old from W. Philly / 15 yr. old N. Philly Logan / 3y.r old Center City Chinatown / 35 yr. old East Falls] ",,1,,We,25,"Dilworth Plaza, Central Public Plaza, City Hall Courtyard",90,https://farm6.staticflickr.com/5345/17202798104_0563c3300d_b.jpg
444,0101000020E6100000908FCCD971CD52C03A84E0A760F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,"Wire structure; hanging butterflies; wire is to have these shiny thingies to make it look dewy; can also have flowers; Butterflies should be made from stained glass so sun can shine thru.",,,,Dewy,,"In a Park
",93,https://farm9.staticflickr.com/8841/17793071346_e14c354caa_b.jpg
445,0101000020E610000000000074FBC852C0E2807678ACF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19111,,,,,,,,,,Philly is the city of Brotherly Love but there's no real statue signifying that other than the LOVE sign at LOVE Park. If there could be a statue w/people and not words showing the brotherly love that Philly should be about. ,,,,Brothers,23,Penns Landing,94,https://farm8.staticflickr.com/7772/18130559875_84882e4769_b.jpg
446,0101000020E6100000000000B986CB52C05907AAD795FB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19119,,,,,,,,,,"A metephoric ""cross-over"" sculpture. Can have Allen as a part of it or not. A polarizing figure who energized this city in so many ways. The no. 3 would also need to be in the monument. Place visible from I76...",,,,"Allen Iverson ""The Crossover""",43,Art Museum Steps,96,https://farm8.staticflickr.com/7657/17239099173_a927c81dcb_b.jpg
447,0101000020E610000093BF208E9ACC52C0DDDC4E1196F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99901,,,,,,,,,,Save the Beez,,,,Save the Beez,14,"Hamilton
",97,https://farm9.staticflickr.com/8871/17819866181_9145c7ffd7_b.jpg
448,0101000020E610000000000054CECA52C058899CF974FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19130,,,,,,,,,,Monument to the three generations of Calders in Phila. Should it be a fountain? Figurative & abstract. Steel & Bronze,,,,Calder Monument,29,"On the Parkway
",98,https://farm6.staticflickr.com/5328/17671968540_be28bcd629_b.jpg
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,19143,,,,,1,,,,,"Inequality and the widening gap btwn the have-and-have-nots. How is the gap exacerbated by education, housing, sustenance, and economic difference. The monument should have a way of binding together the totality of these differences, while also connecting them to history of oppression and marginalization in Philly.",, ,,Intentional Difference,30,Southwest Philly,,
454,0101000020E6100000EBC0DE6957C952C015AF0D709CFC4340,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19123,,,,,1,,1,,,"A hand turkey with face holes to take a pic with friends. [Friend L, Friend M, Friend N, Friend O, Friend P]",,,,Friends Are Necessary,32,6th and Fairmount,beta004,https://c2.staticflickr.com/6/5779/21877871862_c18587b720_b.jpg
455,0101000020E6100000E525FF937FCA52C0E8BD310400FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,19122,,,,,,,,,,400,,,,It's My Councilmanic Prerogative,?,City Hall,beta005,https://c1.staticflickr.com/1/744/21701982718_7d0ee179b8_b.jpg
456,0101000020E61000001BAA189DE2CC52C083082758D2FE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10026,,,,,1,,,,,[76 Highway] [Philly native], ,,,Frat House Row,32,West River Drive,beta006,https://c2.staticflickr.com/6/5781/21701982628_663b4b1e6a_b.jpg
457,0101000020E6100000DA20938C9CC952C0F5B86FB54EFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19119,,,,,,,,,,"[Yellow, Red, Red, White, Black]",,1,,Fistbumps Unite,71,Rotate among Five Squares,beta007,https://c2.staticflickr.com/6/5780/21701746450_d0dd0a8c03_b.jpg
